plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Prairies,Class:Cultivated land,Class:Wetlands,Class:Artificial surfaces,Class:Other land,Class:Treeds areas
1901,10.417553671015312,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:11,-23.9 secs,,0,0,0,100.00,0,0,0,0
1902,10.417553671015312,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:11,-23.9 secs,,0,0,0,100.00,0,0,0,0
1903,10.417553671015312,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-0.3 secs,,0,0,100.00,0,0,0,0,0
1904,10.417553671015312,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-22.7 secs,,0,0,0,100.00,0,0,0,0
1905,10.417553671015312,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-22.5 secs,,0,0,0,100.00,0,0,0,0
1906,10.417553671015312,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-22.7 secs,,0,0,0,100.00,0,0,0,0
1907,10.417553671015312,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-21.7 secs,,0,0,0,0,0,0,0,100.00
1908,10.417553671015312,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-20.9 secs,,0,0,0,0,0,0,0,100.00
1909,10.417553671015312,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:12,-22.0 secs,,0,0,0,0,0,0,0,100.00
1910,10.417553671015312,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-14.7 secs,,0,0,0,75.00,0,25.00,0,0
1911,10.417553671015312,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-8.7 secs,,0,0,0,0,0,50.00,50.00,0
1912,10.507385199427263,31.789664891795443,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-23.3 secs,,0,0,0,0,0,0,100.00,0
1913,10.507385199427263,31.86598904201428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-19.5 secs,,0,0,100.00,0,0,0,0,0
1914,10.507385199427263,31.94225004299922,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-19.3 secs,,0,0,0,0,0,0,100.00,0
1915,10.507385199427263,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-22.1 secs,,0,0,0,0,0,0,100.00,0
1916,10.507385199427263,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:13,-21.2 secs,,0,0,0,0,0,0,100.00,0
1917,10.507385199427263,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-20.3 secs,,0,0,0,0,0,0,100.00,0
1918,10.507385199427263,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-21.0 secs,,0,0,0,0,0,0,100.00,0
1919,10.507385199427263,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-23.8 secs,,0,0,0,100.00,0,0,0,0
1920,10.507385199427263,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-21.5 secs,,0,0,0,0,0,0,100.00,0
1921,10.507385199427263,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-22.3 secs,,0,0,0,0,0,0,100.00,0
1922,10.507385199427263,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-22.2 secs,,0,0,0,0,0,0,100.00,0
1923,10.507385199427263,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-22.7 secs,,0,0,0,0,0,0,100.00,0
1924,10.507385199427263,32.70136889693571,square,50.0,4,,,,,,,,0,0,0,0,0,0,0,0
1925,10.507385199427263,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:14,-21.9 secs,,0,0,0,100.00,0,0,0,0
1926,10.507385199427263,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-13.8 secs,,0,0,0,0,0,0,100.00,0
1927,10.507385199427263,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-17.6 secs,,0,0,100.00,0,0,0,0,0
1928,10.507385199427263,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-22.5 secs,,0,0,0,100.00,0,0,0,0
1929,10.507385199427263,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-17.4 secs,,0,0,0,100.00,0,0,0,0
1930,10.507385199427263,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-15.7 secs,,0,0,100.00,0,0,0,0,0
1931,10.507385199427263,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-21.2 secs,,0,0,0,100.00,0,0,0,0
1932,10.507385199427263,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-18.3 secs,,0,0,0,100.00,0,0,0,0
1933,10.507385199427263,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:15,-22.2 secs,,0,0,0,0,0,100.00,0,0
1934,10.507385199427263,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.2 secs,,0,0,0,100.00,0,0,0,0
1935,10.507385199427263,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-16.3 secs,,0,0,0,0,100.00,0,0,0
1936,10.507385199427263,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-19.7 secs,,0,0,0,100.00,0,0,0,0
1937,10.507385199427263,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.4 secs,,0,0,0,100.00,0,0,0,0
1938,10.507385199427263,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-21.9 secs,,0,0,0,100.00,0,0,0,0
1939,10.507385199427263,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-19.9 secs,,0,0,100.00,0,0,0,0,0
1940,10.507385199427263,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.3 secs,,0,0,0,100.00,0,0,0,0
1941,10.507385199427263,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.9 secs,,0,0,0,100.00,0,0,0,0
1942,10.507385199427263,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-23.2 secs,,0,0,0,100.00,0,0,0,0
1943,10.507385199427263,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.8 secs,,0,0,0,100.00,0,0,0,0
1944,10.507385199427263,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:16,-22.3 secs,,0,0,0,100.00,0,0,0,0
1945,10.507385199427263,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-20.3 secs,,0,100.00,0,0,0,0,0,0
1946,10.507385199427263,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-12.7 secs,,0,0,75.00,25.00,0,0,0,0
1947,10.507385199427263,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-21.7 secs,,0,0,0,0,0,100.00,0,0
1948,10.507385199427263,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-10.1 secs,,0,0,0,75.00,0,25.00,0,0
1949,10.507385199427263,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-15.5 secs,,0,100.00,0,0,0,0,0,0
1950,10.507385199427263,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:17,-22.8 secs,,0,0,0,100.00,0,0,0,0
1951,10.507385199427263,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-23.2 secs,,0,0,0,100.00,0,0,0,0
1952,10.507385199427263,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-21.0 secs,,0,0,0,100.00,0,0,0,0
1953,10.507385199427263,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-22.9 secs,,0,0,0,100.00,0,0,0,0
1954,10.507385199427263,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-22.8 secs,,0,0,0,100.00,0,0,0,0
1955,10.507385199427263,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-20.7 secs,,0,0,0,100.00,0,0,0,0
1956,10.507385199427263,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-23.7 secs,,0,0,0,100.00,0,0,0,0
1957,10.507385199427263,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-20.2 secs,,0,0,0,100.00,0,0,0,0
1958,10.507385199427263,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-21.8 secs,,0,0,0,100.00,0,0,0,0
1959,10.507385199427263,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-17.3 secs,,0,0,0,0,0,0,0,100.00
1960,10.507385199427263,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-22.1 secs,,0,0,0,100.00,0,0,0,0
1961,10.507385199427263,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:18,-20.2 secs,,0,0,0,100.00,0,0,0,0
1962,10.507385199427263,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-20.1 secs,,0,0,0,75.00,0,25.00,0,0
1963,10.597216727839216,31.86598904201428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-11.7 secs,,0,0,0,0,0,0,100.00,0
1964,10.597216727839216,31.94225004299922,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-19.8 secs,,0,0,0,0,0,0,100.00,0
1965,10.597216727839216,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-22.3 secs,,0,0,100.00,0,0,0,0,0
1966,10.597216727839216,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-22.0 secs,,0,0,0,0,0,0,100.00,0
1967,10.597216727839216,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-20.6 secs,,0,0,0,0,0,0,100.00,0
1968,10.597216727839216,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-22.6 secs,,0,0,0,0,0,0,100.00,0
1969,10.597216727839216,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-22.2 secs,,0,0,0,0,0,0,100.00,0
1970,10.597216727839216,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-23.9 secs,,0,0,0,0,0,0,100.00,0
1971,10.597216727839216,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-23.2 secs,,0,0,0,0,0,0,100.00,0
1972,10.597216727839216,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:19,-22.7 secs,,0,0,0,0,0,0,100.00,0
1973,10.597216727839216,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-22.0 secs,,0,0,0,0,0,0,100.00,0
1974,10.597216727839216,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-19.9 secs,,0,0,0,0,0,0,100.00,0
1975,10.597216727839216,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-21.5 secs,,0,0,0,0,0,0,100.00,0
1976,10.597216727839216,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-22.5 secs,,0,0,0,0,0,0,100.00,0
1977,10.597216727839216,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-22.2 secs,,0,0,0,0,0,0,100.00,0
1978,10.597216727839216,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-22.0 secs,,0,0,0,100.00,0,0,0,0
1979,10.597216727839216,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-21.6 secs,,0,0,0,0,0,0,100.00,0
1980,10.597216727839216,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-21.3 secs,,0,0,0,0,0,0,100.00,0
1981,10.597216727839216,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-21.2 secs,,0,0,0,100.00,0,0,0,0
1982,10.597216727839216,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:20,-8.4 secs,,0,0,0,50.00,0,50.00,0,0
1983,10.597216727839216,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-12.7 secs,,0,0,0,100.00,0,0,0,0
1984,10.597216727839216,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-18.3 secs,,0,0,0,100.00,0,0,0,0
1985,10.597216727839216,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.1 secs,,0,0,0,100.00,0,0,0,0
1986,10.597216727839216,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.0 secs,,0,0,0,100.00,0,0,0,0
1987,10.597216727839216,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.8 secs,,0,0,0,0,0,0,100.00,0
1988,10.597216727839216,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.3 secs,,0,0,0,100.00,0,0,0,0
1989,10.597216727839216,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.1 secs,,0,0,0,100.00,0,0,0,0
1990,10.597216727839216,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.1 secs,,0,0,0,100.00,0,0,0,0
1991,10.597216727839216,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.6 secs,,0,0,0,100.00,0,0,0,0
1992,10.597216727839216,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.8 secs,,0,0,0,100.00,0,0,0,0
1993,10.597216727839216,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.4 secs,,0,0,0,100.00,0,0,0,0
1994,10.597216727839216,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.9 secs,,0,0,0,100.00,0,0,0,0
1995,10.597216727839216,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-23.6 secs,,0,0,0,100.00,0,0,0,0
1996,10.597216727839216,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:21,-22.2 secs,,0,0,0,100.00,0,0,0,0
1997,10.597216727839216,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-22.4 secs,,0,0,0,100.00,0,0,0,0
1998,10.597216727839216,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-23.1 secs,,0,0,0,100.00,0,0,0,0
1999,10.597216727839216,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-4.3 secs,,0,0,0,100.00,0,0,0,0
2000,10.597216727839216,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-22.0 secs,,0,0,0,100.00,0,0,0,0
2001,10.597216727839216,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-23.0 secs,,0,0,0,100.00,0,0,0,0
2002,10.597216727839216,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-22.7 secs,,0,0,0,100.00,0,0,0,0
2003,10.597216727839216,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-22.7 secs,,0,0,0,100.00,0,0,0,0
2004,10.597216727839216,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:22,-9.6 secs,,0,0,50.00,0,0,50.00,0,0
2005,10.597216727839216,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-20.5 secs,,0,0,0,0,0,100.00,0,0
2006,10.597216727839216,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-19.5 secs,,0,0,0,100.00,0,0,0,0
2007,10.597216727839216,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-23.1 secs,,0,0,0,100.00,0,0,0,0
2008,10.597216727839216,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-19.1 secs,,0,0,0,100.00,0,0,0,0
2009,10.597216727839216,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-21.4 secs,,0,0,0,100.00,0,0,0,0
2010,10.597216727839216,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-16.1 secs,,0,0,0,100.00,0,0,0,0
2011,10.597216727839216,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 15:23,-17.3 secs,,0,0,0,100.00,0,0,0,0
2012,10.687048256251169,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:25,-17.4 secs,,0,0,100.00,0,0,0,0,0
2013,10.687048256251169,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-22.4 secs,,0,0,0,0,0,0,100.00,0
2014,10.687048256251169,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-13.0 secs,,0,0,0,0,0,0,100.00,0
2015,10.687048256251169,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:24,-23.6 secs,,0,0,0,0,0,0,100.00,0
2016,10.687048256251169,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:24,-22.8 secs,,0,0,0,0,0,0,100.00,0
2017,10.687048256251169,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-23.8 secs,,0,0,0,0,0,0,100.00,0
2018,10.687048256251169,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-23.1 secs,,0,0,100.00,0,0,0,0,0
2019,10.687048256251169,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-21.6 secs,,0,0,0,0,0,0,100.00,0
2020,10.687048256251169,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:23,-19.6 secs,,0,0,0,0,0,0,100.00,0
2021,10.687048256251169,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:25,-16.6 secs,,0,0,100.00,0,0,0,0,0
2022,10.687048256251169,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:25,-19.6 secs,,0,0,0,100.00,0,0,0,0
2023,10.687048256251169,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:25,-21.9 secs,,0,0,0,100.00,0,0,0,0
2024,10.687048256251169,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:25,-24.2 secs,,0,0,0,100.00,0,0,0,0
2025,10.687048256251169,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-17.3 secs,,0,0,0,100.00,0,0,0,0
2026,10.687048256251169,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-22.2 secs,,0,0,100.00,0,0,0,0,0
2027,10.687048256251169,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-19.7 secs,,0,0,100.00,0,0,0,0,0
2028,10.687048256251169,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-21.9 secs,,0,0,100.00,0,0,0,0,0
2029,10.687048256251169,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-23.5 secs,,0,0,0,100.00,0,0,0,0
2030,10.687048256251169,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-10.0 secs,,0,0,0,75.00,0,25.00,0,0
2031,10.687048256251169,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-23.2 secs,,0,0,0,100.00,0,0,0,0
2032,10.687048256251169,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:26,-17.7 secs,,0,100.00,0,0,0,0,0,0
2033,10.687048256251169,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-10.9 secs,,0,0,0,75.00,0,25.00,0,0
2034,10.687048256251169,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-23.3 secs,,0,0,0,100.00,0,0,0,0
2035,10.687048256251169,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-24.1 secs,,0,0,0,100.00,0,0,0,0
2036,10.687048256251169,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-17.8 secs,,0,0,0,75.00,0,25.00,0,0
2037,10.687048256251169,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-21.9 secs,,0,0,0,100.00,0,0,0,0
2038,10.687048256251169,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-17.7 secs,,0,0,0,75.00,0,25.00,0,0
2039,10.687048256251169,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-23.9 secs,,0,0,0,100.00,0,0,0,0
2040,10.687048256251169,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-23.8 secs,,0,0,0,100.00,0,0,0,0
2041,10.687048256251169,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-23.3 secs,,0,0,0,100.00,0,0,0,0
2042,10.687048256251169,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:27,-23.3 secs,,0,0,0,100.00,0,0,0,0
2043,10.687048256251169,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-21.8 secs,,0,0,0,100.00,0,0,0,0
2044,10.687048256251169,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-22.5 secs,,0,0,0,100.00,0,0,0,0
2045,10.687048256251169,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-24.2 secs,,0,0,0,100.00,0,0,0,0
2046,10.687048256251169,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-23.1 secs,,0,0,0,100.00,0,0,0,0
2047,10.687048256251169,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-23.7 secs,,0,0,0,100.00,0,0,0,0
2048,10.687048256251169,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-22.5 secs,,0,0,0,100.00,0,0,0,0
2049,10.687048256251169,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-19.0 secs,,0,0,0,100.00,0,0,0,0
2050,10.687048256251169,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-22.0 secs,,0,0,100.00,0,0,0,0,0
2051,10.687048256251169,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-23.9 secs,,0,0,0,100.00,0,0,0,0
2052,10.687048256251169,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-23.5 secs,,0,0,0,100.00,0,0,0,0
2053,10.687048256251169,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-21.5 secs,,0,0,0,100.00,0,0,0,0
2054,10.687048256251169,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:28,-22.8 secs,,0,0,0,100.00,0,0,0,0
2055,10.687048256251169,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:29,-14.7 secs,,0,0,0,75.00,0,25.00,0,0
2056,10.77687978466312,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:29,-16.8 secs,,0,0,100.00,0,0,0,0,0
2057,10.77687978466312,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:29,-14.7 secs,,0,0,0,0,0,0,100.00,0
2058,10.77687978466312,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:29,-22.3 secs,,0,0,0,0,0,0,100.00,0
2059,10.77687978466312,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-05 07:29,-23.6 secs,,0,0,0,0,0,0,100.00,0
